teamID_seasonID,blockedShots,faceoffWinPctg,faceoffs,faceoffsLost,faceoffsWon,gamesPlayed,giveaways,goalsFor,hits,losses,missedShots,otLosses,points,shootingPctg,shotsFor,takeaways,teamAbbrev,teamFullName,ties,wins
2_19992000,1045,0.4787,5540,2888,2652,82,762,194,2655,48,905,1,58,0.0903,2147,640,NYI,New York Islanders,9,24
6_19992000,828,0.4895,5286,2698,2588,82,763,210,2563,33,979,6,73,0.0834,2516,666,BOS,Boston Bruins,19,24
26_19992000,962,0.5174,5438,2624,2814,82,1225,245,2442,27,1162,4,94,0.1011,2421,681,LAK,Los Angeles Kings,12,39
11_19992000,1079,0.4606,5419,2923,2496,82,787,170,2353,57,913,4,39,0.0803,2115,839,ATL,Atlanta Thrashers,7,14
15_19992000,985,0.5327,5485,2563,2922,82,1172,227,2321,24,939,2,102,0.1,2269,631,WSH,Washington Capitals,12,44
12_19992000,979,0.5037,5382,2671,2711,82,708,217,2291,35,1006,0,84,0.1004,2161,528,CAR,Carolina Hurricanes,10,37
25_19992000,861,0.5257,5518,2617,2901,82,1110,211,2262,23,1132,6,102,0.1005,2099,636,DAL,Dallas Stars,10,43
1_19992000,877,0.4933,5195,2632,2563,82,984,251,2146,24,1262,5,103,0.0923,2717,1258,NJD,New Jersey Devils,8,45
23_19992000,959,0.4983,5432,2725,2707,82,830,227,2141,29,1044,8,83,0.1037,2187,854,VAN,Vancouver Canucks,15,30
3_19992000,1233,0.5312,5124,2402,2722,82,1168,218,2069,38,1023,3,73,0.0902,2416,876,NYR,New York Rangers,12,29
24_19992000,856,0.4907,5563,2833,2730,82,815,217,2042,33,939,3,83,0.0922,2352,836,ANA,Anaheim Ducks,12,34
28_19992000,770,0.4924,5509,2796,2713,82,983,225,2010,30,904,7,87,0.1,2248,566,SJS,San Jose Sharks,10,35
14_19992000,903,0.5041,5651,2802,2849,82,1019,204,1985,47,820,7,54,0.0978,2084,726,TBL,Tampa Bay Lightning,9,19
22_19992000,981,0.5107,5378,2631,2747,82,941,226,1984,26,1191,8,88,0.0978,2310,579,EDM,Edmonton Oilers,16,32
27_19992000,873,0.5034,5297,2630,2667,82,1121,232,1974,31,885,4,90,0.1048,2213,921,PHX,Phoenix Coyotes,8,39
9_19992000,938,0.5034,5462,2712,2750,82,1074,244,1917,28,1092,2,95,0.0944,2584,608,OTT,Ottawa Senators,11,41
20_19992000,1037,0.4923,5526,2805,2721,82,815,211,1913,36,1103,5,77,0.0854,2468,630,CGY,Calgary Flames,10,31
4_19992000,1036,0.5173,5399,2606,2793,82,1147,237,1905,22,1122,3,105,0.0949,2495,838,PHI,Philadelphia Flyers,12,45
13_19992000,908,0.4623,5279,2838,2441,82,1042,244,1864,27,970,6,98,0.111,2198,798,FLA,Florida Panthers,6,43
10_19992000,915,0.508,5352,2633,2719,82,1409,246,1860,27,972,3,100,0.1138,2161,361,TOR,Toronto Maple Leafs,7,45
8_19992000,1041,0.4884,5239,2680,2559,82,1333,196,1828,34,901,4,83,0.0918,2135,864,MTL,Montréal Canadiens,9,35
17_19992000,782,0.5337,5353,2496,2857,82,1092,278,1770,22,1042,2,108,0.1061,2620,552,DET,Detroit Red Wings,10,48
7_19992000,919,0.479,5609,2922,2687,82,1329,213,1745,32,1016,4,85,0.0956,2228,531,BUF,Buffalo Sabres,11,35
5_19992000,917,0.4798,5216,2713,2503,82,1009,241,1704,31,965,6,88,0.1127,2137,403,PIT,Pittsburgh Penguins,8,37
21_19992000,963,0.5151,5354,2596,2758,82,852,233,1674,28,1004,1,96,0.1064,2188,929,COL,Colorado Avalanche,11,42
16_19992000,846,0.475,5280,2772,2508,82,850,242,1606,37,839,2,78,0.1149,2106,427,CHI,Chicago Blackhawks,10,33
19_19992000,821,0.5212,5276,2526,2750,82,1128,248,1512,19,1193,1,114,0.1014,2445,549,STL,St. Louis Blues,11,51
18_19992000,851,0.4908,5122,2608,2514,82,934,199,1437,40,874,7,70,0.0898,2215,569,NSH,Nashville Predators,7,28
2_20002001,987,0.4871,5386,2762,2624,82,793,185,2638,51,979,3,52,0.0819,2257,617,NYI,New York Islanders,7,21
26_20002001,1124,0.5068,5392,2659,2733,82,1168,252,2498,28,1118,3,92,0.1101,2288,571,LAK,Los Angeles Kings,13,38
25_20002001,849,0.5116,5152,2516,2636,82,1394,241,2358,24,1010,2,106,0.1147,2100,592,DAL,Dallas Stars,8,48
28_20002001,780,0.4825,5450,2820,2630,82,1176,217,2335,27,977,3,95,0.0957,2267,584,SJS,San Jose Sharks,12,40
13_20002001,810,0.4852,5379,2769,2610,82,896,200,2274,38,917,9,66,0.0921,2170,566,FLA,Florida Panthers,13,22
17_20002001,833,0.5436,5607,2559,3048,82,1104,253,2217,20,1028,4,111,0.0954,2650,624,DET,Detroit Red Wings,9,49
6_20002001,868,0.4924,5398,2740,2658,82,746,227,2201,30,998,8,88,0.0962,2359,621,BOS,Boston Bruins,8,36
21_20002001,929,0.5133,5649,2749,2900,82,750,270,2161,16,1023,4,118,0.1127,2395,885,COL,Colorado Avalanche,10,52
12_20002001,1061,0.5493,5286,2382,2904,82,753,212,2152,32,1033,3,88,0.0956,2217,626,CAR,Carolina Hurricanes,9,38
3_20002001,1166,0.5116,5220,2549,2671,82,1263,250,2119,43,993,1,72,0.1066,2345,925,NYR,New York Rangers,5,33
10_20002001,955,0.5284,5365,2530,2835,82,1171,232,2075,29,1020,5,90,0.1019,2276,424,TOR,Toronto Maple Leafs,11,37
9_20002001,990,0.4854,5471,2815,2656,82,958,274,2057,21,1036,4,109,0.1106,2476,591,OTT,Ottawa Senators,9,48
1_20002001,856,0.4938,5259,2662,2597,82,1011,295,2027,19,1198,3,111,0.1138,2590,1015,NJD,New Jersey Devils,12,48
23_20002001,1041,0.4685,5555,2952,2603,82,823,239,1982,28,1126,7,90,0.0981,2434,814,VAN,Vancouver Canucks,11,36
24_20002001,850,0.4833,5520,2852,2668,82,761,188,1899,41,865,5,66,0.0885,2123,629,ANA,Anaheim Ducks,11,25
7_20002001,965,0.5,5306,2653,2653,82,1143,218,1890,30,908,1,98,0.0989,2204,503,BUF,Buffalo Sabres,5,46
22_20002001,1193,0.5106,5422,2653,2769,82,1084,243,1879,28,1016,3,93,0.1132,2145,680,EDM,Edmonton Oilers,12,39
15_20002001,919,0.5517,5345,2396,2949,82,1077,233,1874,27,846,4,96,0.0992,2348,717,WSH,Washington Capitals,10,41
5_20002001,928,0.4671,5260,2803,2457,82,945,281,1844,28,973,3,96,0.1173,2394,404,PIT,Pittsburgh Penguins,9,42
27_20002001,895,0.4982,5283,2651,2632,82,1141,214,1836,27,848,3,90,0.1041,2055,871,PHX,Phoenix Coyotes,17,35
20_20002001,911,0.5155,5431,2631,2800,82,826,197,1824,36,1017,4,73,0.0883,2230,503,CGY,Calgary Flames,15,27
8_20002001,996,0.4949,5312,2683,2629,82,1243,206,1822,40,1008,6,70,0.0959,2148,733,MTL,Montréal Canadiens,8,28
19_20002001,823,0.5191,5486,2638,2848,82,940,249,1812,22,1304,5,103,0.0998,2494,465,STL,St. Louis Blues,12,43
4_20002001,976,0.5031,5444,2705,2739,82,989,240,1810,25,960,3,100,0.0978,2452,649,PHI,Philadelphia Flyers,11,43
30_20002001,1174,0.4807,5433,2821,2612,82,1478,168,1738,39,987,5,68,0.0831,2020,700,MIN,Minnesota Wild,13,25
11_20002001,1009,0.4606,5711,3080,2631,82,796,211,1710,45,940,2,60,0.092,2291,591,ATL,Atlanta Thrashers,12,23
29_20002001,1076,0.5048,5338,2643,2695,82,896,190,1689,39,785,6,71,0.0912,2082,644,CBJ,Columbus Blue Jackets,9,28
14_20002001,1036,0.4686,5467,2905,2562,82,1011,201,1655,47,877,5,59,0.0998,2014,580,TBL,Tampa Bay Lightning,6,24
16_20002001,956,0.499,5382,2696,2686,82,761,210,1606,40,853,5,71,0.0972,2160,396,CHI,Chicago Blackhawks,8,29
18_20002001,779,0.484,5053,2607,2446,82,905,186,1470,36,796,3,80,0.0852,2182,508,NSH,Nashville Predators,9,34
21_20012002,1248,0.5142,5427,2636,2791,82,781,212,2325,28,996,1,99,0.0941,2252,816,COL,Colorado Avalanche,8,45
13_20012002,835,0.461,5509,2969,2540,82,716,180,2255,44,966,6,60,0.0816,2205,535,FLA,Florida Panthers,10,22
9_20012002,918,0.5011,5342,2665,2677,82,995,243,2182,27,940,7,94,0.0984,2469,550,OTT,Ottawa Senators,9,39
25_20012002,887,0.528,5356,2528,2828,82,1347,215,2146,28,1284,5,90,0.092,2335,641,DAL,Dallas Stars,13,36
27_20012002,802,0.4823,5272,2729,2543,82,914,228,2139,27,964,6,95,0.1046,2179,701,PHX,Phoenix Coyotes,9,40
2_20012002,965,0.5169,5579,2695,2884,82,760,239,2119,28,998,4,96,0.103,2319,629,NYI,New York Islanders,8,42
28_20012002,743,0.4895,5421,2767,2654,82,1024,248,2115,27,945,3,99,0.1113,2228,555,SJS,San Jose Sharks,8,44
12_20012002,952,0.5606,5529,2429,3100,82,749,217,2058,26,1016,5,91,0.0924,2347,700,CAR,Carolina Hurricanes,16,35
20_20012002,1013,0.5254,5487,2604,2883,82,880,201,2053,35,1022,3,79,0.091,2207,508,CGY,Calgary Flames,12,32
26_20012002,1028,0.5122,5232,2552,2680,82,885,214,2052,27,993,4,95,0.1014,2110,494,LAK,Los Angeles Kings,11,40
19_20012002,969,0.4987,5313,2663,2650,82,924,227,2020,27,1304,4,98,0.0953,2380,424,STL,St. Louis Blues,8,43
23_20012002,836,0.5067,5518,2722,2796,82,795,254,2000,30,1029,3,94,0.1092,2326,835,VAN,Vancouver Canucks,7,42
1_20012002,920,0.4951,5156,2603,2553,82,888,205,1983,28,1155,4,95,0.0838,2445,898,NJD,New Jersey Devils,9,41
16_20012002,940,0.4795,5530,2878,2652,82,656,216,1978,27,881,1,96,0.0951,2271,322,CHI,Chicago Blackhawks,13,41
10_20012002,845,0.518,5281,2545,2736,82,1028,249,1934,25,1010,4,100,0.1064,2339,396,TOR,Toronto Maple Leafs,10,43
3_20012002,1249,0.507,5554,2738,2816,82,1114,227,1908,38,986,4,80,0.0948,2392,708,NYR,New York Rangers,4,36
4_20012002,938,0.4992,5330,2669,2661,82,1126,234,1833,27,1049,3,97,0.0958,2442,653,PHI,Philadelphia Flyers,10,42
29_20012002,1201,0.5004,5309,2652,2657,82,811,164,1810,47,834,5,57,0.0801,2046,597,CBJ,Columbus Blue Jackets,8,22
7_20012002,1025,0.4738,5468,2877,2591,82,913,213,1780,35,950,1,82,0.0928,2295,455,BUF,Buffalo Sabres,11,35
24_20012002,746,0.5097,5410,2652,2758,82,713,175,1744,42,811,3,69,0.0816,2142,599,ANA,Anaheim Ducks,8,29
5_20012002,982,0.471,5484,2901,2583,82,684,198,1709,41,876,5,69,0.0893,2215,371,PIT,Pittsburgh Penguins,8,28
11_20012002,1002,0.4633,5434,2916,2518,82,887,187,1689,47,834,5,54,0.0942,1984,551,ATL,Atlanta Thrashers,11,19
6_20012002,716,0.4794,5212,2713,2499,82,793,236,1665,24,870,9,101,0.0909,2596,560,BOS,Boston Bruins,6,43
22_20012002,1070,0.5038,5107,2534,2573,82,1125,205,1661,28,981,4,92,0.0908,2256,826,EDM,Edmonton Oilers,12,38
18_20012002,876,0.4695,5256,2788,2468,82,690,196,1609,41,922,0,69,0.097,2019,819,NSH,Nashville Predators,13,28
17_20012002,866,0.5139,5337,2594,2743,82,1040,251,1583,17,980,4,116,0.0988,2538,664,DET,Detroit Red Wings,10,51
8_20012002,1103,0.5279,5309,2506,2803,82,1227,207,1505,31,923,3,87,0.0989,2092,684,MTL,Montréal Canadiens,12,36
14_20012002,954,0.4703,5100,2701,2399,82,762,178,1468,40,938,4,69,0.0816,2179,620,TBL,Tampa Bay Lightning,11,27
15_20012002,909,0.5333,5359,2501,2858,82,1026,228,1468,33,894,2,85,0.0994,2293,601,WSH,Washington Capitals,11,36
30_20012002,1115,0.4852,5643,2905,2738,82,1171,195,1353,35,882,9,73,0.0997,1954,555,MIN,Minnesota Wild,12,26
13_20022003,273,0.4617,5501,2961,2540,82,245,176,1021,36,324,9,70,0.0789,2229,182,FLA,Florida Panthers,13,24
21_20022003,330,0.4791,5295,2758,2537,82,226,251,763,19,237,8,105,0.1051,2386,199,COL,Colorado Avalanche,13,42
20_20022003,275,0.5391,5421,2498,2923,82,275,186,761,36,335,4,75,0.0794,2341,184,CGY,Calgary Flames,13,29
19_20022003,311,0.4901,5255,2679,2576,82,374,253,757,24,416,6,99,0.1099,2301,129,STL,St. Louis Blues,11,41
17_20022003,260,0.5223,5167,2468,2699,82,297,269,736,20,263,4,110,0.1102,2441,169,DET,Detroit Red Wings,10,48
27_20022003,303,0.4657,5484,2930,2554,82,248,204,718,35,356,5,78,0.0888,2297,140,PHX,Phoenix Coyotes,11,31
9_20022003,258,0.4705,5300,2806,2494,82,305,263,717,21,287,1,113,0.1076,2442,198,OTT,Ottawa Senators,8,52
28_20022003,276,0.503,5300,2634,2666,82,379,214,687,37,320,8,73,0.0929,2303,166,SJS,San Jose Sharks,9,28
25_20022003,290,0.5022,5276,2626,2650,82,517,245,675,17,354,4,111,0.0993,2466,216,DAL,Dallas Stars,15,46
26_20022003,303,0.4904,5263,2682,2581,82,255,203,668,37,321,6,78,0.0893,2272,121,LAK,Los Angeles Kings,6,33
3_20022003,312,0.5331,5334,2490,2844,82,274,210,657,36,301,4,78,0.0851,2465,187,NYR,New York Rangers,10,32
2_20022003,366,0.5108,5606,2742,2864,82,270,224,626,34,297,2,83,0.0922,2427,227,NYI,New York Islanders,11,35
22_20022003,297,0.511,5140,2513,2627,82,388,231,607,26,329,9,92,0.1007,2293,211,EDM,Edmonton Oilers,11,36
12_20022003,291,0.5294,5349,2517,2832,82,203,171,603,43,298,6,61,0.0708,2414,147,CAR,Carolina Hurricanes,11,22
10_20022003,305,0.5068,5396,2661,2735,82,366,236,598,28,321,3,98,0.1096,2153,110,TOR,Toronto Maple Leafs,7,44
23_20022003,299,0.4984,5339,2678,2661,82,221,264,589,23,304,1,104,0.1105,2388,152,VAN,Vancouver Canucks,13,45
14_20022003,345,0.5023,5108,2542,2566,82,245,219,555,25,285,5,93,0.0914,2395,219,TBL,Tampa Bay Lightning,16,36
7_20022003,303,0.5011,5336,2662,2674,82,352,190,554,37,366,8,72,0.081,2345,150,BUF,Buffalo Sabres,10,27
29_20022003,299,0.4861,5505,2829,2676,82,248,213,552,42,254,3,69,0.0993,2143,217,CBJ,Columbus Blue Jackets,8,29
6_20022003,260,0.4957,5464,2755,2709,82,202,245,538,31,331,4,87,0.0929,2636,133,BOS,Boston Bruins,11,36
11_20022003,340,0.4593,5345,2890,2455,82,260,226,523,39,264,5,74,0.1044,2163,190,ATL,Atlanta Thrashers,7,31
4_20022003,310,0.5224,5065,2419,2646,82,399,211,506,20,351,4,107,0.0831,2537,204,PHI,Philadelphia Flyers,13,45
1_20022003,303,0.5067,5002,2467,2535,82,270,216,487,20,371,6,108,0.083,2601,214,NJD,New Jersey Devils,10,46
24_20022003,170,0.5521,5120,2293,2827,82,332,203,481,27,293,6,95,0.0903,2246,235,ANA,Anaheim Ducks,9,40
16_20022003,255,0.5005,5336,2665,2671,82,169,207,474,33,233,6,79,0.0908,2279,86,CHI,Chicago Blackhawks,13,30
5_20022003,320,0.4945,5472,2766,2706,82,211,189,470,44,255,5,65,0.0909,2079,109,PIT,Pittsburgh Penguins,6,27
15_20022003,303,0.4916,5081,2583,2498,82,463,224,458,29,262,6,92,0.1007,2223,178,WSH,Washington Capitals,8,39
18_20022003,245,0.4846,5264,2713,2551,82,264,183,458,35,273,7,74,0.079,2316,186,NSH,Nashville Predators,13,27
8_20022003,292,0.5267,5141,2433,2708,82,385,206,437,35,336,9,77,0.0972,2119,212,MTL,Montréal Canadiens,8,30
30_20022003,367,0.4683,5445,2895,2550,82,332,198,382,29,303,1,95,0.0949,2086,167,MIN,Minnesota Wild,10,42
9_20032004,910,0.4705,5364,2840,2524,82,1018,262,1889,23,863,6,102,0.1082,2421,624,OTT,Ottawa Senators,10,43
10_20032004,864,0.5213,5386,2578,2808,82,1005,242,1675,24,964,3,103,0.1074,2253,389,TOR,Toronto Maple Leafs,10,45
2_20032004,1077,0.4931,5335,2704,2631,82,800,237,1634,29,900,4,91,0.1012,2341,644,NYI,New York Islanders,11,38
25_20032004,874,0.514,5052,2455,2597,82,1557,194,1592,26,1083,2,97,0.0883,2196,749,DAL,Dallas Stars,13,41
21_20032004,1044,0.5,5401,2700,2701,82,797,236,1573,22,829,7,100,0.0978,2411,821,COL,Colorado Avalanche,13,40
27_20032004,882,0.4892,5288,2701,2587,82,594,188,1493,36,911,6,68,0.0865,2171,392,PHX,Phoenix Coyotes,18,22
20_20032004,943,0.5068,5548,2736,2812,82,823,200,1490,30,980,3,94,0.0889,2248,533,CGY,Calgary Flames,7,42
19_20032004,1000,0.4993,5237,2622,2615,82,907,191,1472,30,1090,2,91,0.0859,2223,392,STL,St. Louis Blues,11,39
11_20032004,1034,0.4674,5462,2909,2553,82,892,214,1433,37,858,4,78,0.0999,2141,505,ATL,Atlanta Thrashers,8,33
3_20032004,990,0.5135,5100,2481,2619,82,799,206,1396,40,947,8,69,0.0852,2416,528,NYR,New York Rangers,7,27
23_20032004,902,0.512,5365,2618,2747,82,805,235,1384,24,1001,5,101,0.0987,2379,512,VAN,Vancouver Canucks,10,43
26_20032004,874,0.5109,5537,2708,2829,82,961,205,1375,29,1054,9,81,0.0872,2349,383,LAK,Los Angeles Kings,16,28
8_20032004,1022,0.5165,5117,2474,2643,82,1031,208,1371,30,967,4,93,0.0916,2270,603,MTL,Montréal Canadiens,7,41
13_20032004,1012,0.4607,5285,2850,2435,82,685,188,1335,35,911,4,75,0.0827,2273,451,FLA,Florida Panthers,15,28
12_20032004,1028,0.5486,5348,2414,2934,82,639,172,1227,34,999,6,76,0.0718,2394,534,CAR,Carolina Hurricanes,14,28
29_20032004,953,0.4779,5471,2856,2615,82,497,177,1221,45,796,4,62,0.0776,2280,439,CBJ,Columbus Blue Jackets,8,25
5_20032004,1112,0.4722,5548,2928,2620,82,559,190,1202,47,827,4,58,0.0936,2029,344,PIT,Pittsburgh Penguins,8,23
7_20032004,989,0.5024,5618,2795,2823,82,896,220,1199,34,882,4,85,0.0956,2301,390,BUF,Buffalo Sabres,7,37
17_20032004,955,0.5253,5259,2496,2763,82,923,255,1189,21,887,2,109,0.1026,2484,718,DET,Detroit Red Wings,11,48
4_20032004,887,0.5028,5081,2526,2555,82,832,229,1164,21,1000,6,101,0.0949,2411,456,PHI,Philadelphia Flyers,15,40
16_20032004,863,0.4935,5456,2763,2693,82,529,188,1162,43,727,8,59,0.0783,2401,290,CHI,Chicago Blackhawks,11,20
15_20032004,963,0.4898,5108,2606,2502,82,1043,186,1157,46,810,3,59,0.0955,1946,639,WSH,Washington Capitals,10,23
28_20032004,785,0.4845,5432,2800,2632,82,696,219,1143,21,979,6,104,0.0952,2300,312,SJS,San Jose Sharks,12,43
6_20032004,862,0.5213,5384,2577,2807,82,744,209,1136,19,876,7,104,0.0836,2500,547,BOS,Boston Bruins,15,41
24_20032004,726,0.5533,5208,2326,2882,82,794,184,1128,35,924,8,76,0.0754,2438,741,ANA,Anaheim Ducks,10,29
22_20032004,1114,0.5089,5303,2604,2699,82,1248,221,1083,29,1029,5,89,0.0947,2332,579,EDM,Edmonton Oilers,12,36
18_20032004,802,0.4885,5414,2769,2645,82,758,216,1057,29,755,4,91,0.0969,2227,517,NSH,Nashville Predators,11,38
14_20032004,917,0.4999,5171,2586,2585,82,801,245,1023,22,919,6,106,0.0995,2460,638,TBL,Tampa Bay Lightning,8,46
1_20032004,834,0.492,4916,2497,2419,82,1073,213,928,25,974,2,100,0.0875,2433,619,NJD,New Jersey Devils,12,43
30_20032004,1075,0.4666,5330,2843,2487,82,997,188,700,29,811,3,83,0.0948,1982,532,MIN,Minnesota Wild,20,30
10_20052006,1160,0.5162,5027,2432,2595,82,914,254,1805,33,1026,8,90,0.1093,2323,490,TOR,Toronto Maple Leafs,0,41
9_20052006,1101,0.5026,5019,2496,2523,82,867,312,1765,21,1062,9,113,0.1109,2811,638,OTT,Ottawa Senators,0,52
25_20052006,1040,0.5026,4830,2402,2428,82,1049,253,1722,23,1065,6,112,0.1083,2336,692,DAL,Dallas Stars,0,53
8_20052006,1135,0.4933,4950,2508,2442,82,870,241,1649,31,1101,9,93,0.0975,2470,987,MTL,Montréal Canadiens,0,42
20_20052006,964,0.504,4952,2456,2496,82,888,216,1648,25,962,11,103,0.0939,2299,638,CGY,Calgary Flames,0,46
15_20052006,1101,0.504,5176,2567,2609,82,930,230,1542,41,922,12,70,0.094,2445,673,WSH,Washington Capitals,0,29
2_20052006,1161,0.4866,4987,2560,2427,82,824,221,1523,40,1023,6,78,0.089,2481,745,NYI,New York Islanders,0,36
27_20052006,1043,0.4919,5027,2554,2473,82,675,242,1422,39,993,5,81,0.1044,2318,494,PHX,Phoenix Coyotes,0,38
28_20052006,898,0.4836,4851,2505,2346,82,859,265,1411,27,975,11,99,0.1067,2483,515,SJS,San Jose Sharks,0,44
11_20052006,1123,0.5007,5172,2582,2590,82,934,276,1405,33,1005,8,90,0.1094,2522,792,ATL,Atlanta Thrashers,0,41
23_20052006,965,0.4813,4936,2560,2376,82,624,252,1358,32,1030,8,92,0.1068,2358,525,VAN,Vancouver Canucks,0,42
26_20052006,1016,0.4987,5003,2508,2495,82,901,243,1358,35,1036,5,89,0.1015,2394,388,LAK,Los Angeles Kings,0,42
16_20052006,893,0.4886,4879,2495,2384,82,486,209,1351,43,758,13,65,0.0842,2480,446,CHI,Chicago Blackhawks,0,26
5_20052006,1219,0.4593,4951,2677,2274,82,646,243,1321,46,849,14,58,0.1057,2297,402,PIT,Pittsburgh Penguins,0,22
4_20052006,1078,0.4947,4819,2435,2384,82,772,263,1294,26,1069,11,101,0.103,2552,513,PHI,Philadelphia Flyers,0,45
24_20052006,662,0.5075,4995,2460,2535,82,616,251,1246,27,918,12,98,0.097,2585,552,ANA,Anaheim Ducks,0,43
22_20052006,1167,0.5339,4918,2292,2626,82,1321,249,1203,28,1115,13,95,0.1019,2442,658,EDM,Edmonton Oilers,0,41
3_20052006,1220,0.4748,4587,2409,2178,82,850,250,1197,26,940,12,100,0.1021,2448,674,NYR,New York Rangers,0,44
19_20052006,1226,0.5065,5010,2472,2538,82,968,193,1175,46,1049,15,57,0.0826,2335,421,STL,St. Louis Blues,0,21
6_20052006,1065,0.5203,5125,2458,2667,82,521,228,1170,37,897,16,74,0.0908,2511,502,BOS,Boston Bruins,0,29
1_20052006,989,0.4949,4691,2369,2322,82,987,233,1167,27,1024,9,101,0.0972,2395,660,NJD,New Jersey Devils,0,46
18_20052006,1091,0.5384,5176,2389,2787,82,633,253,1155,25,895,8,106,0.1063,2380,543,NSH,Nashville Predators,0,49
17_20052006,942,0.5284,4895,2308,2587,82,922,301,1149,16,1143,8,124,0.1076,2796,690,DET,Detroit Red Wings,0,58
29_20052006,1024,0.4941,5033,2546,2487,82,515,215,1147,43,856,4,74,0.0955,2250,553,CBJ,Columbus Blue Jackets,0,35
12_20052006,1259,0.5172,5141,2482,2659,82,551,286,1145,22,1071,8,112,0.112,2553,521,CAR,Carolina Hurricanes,0,52
13_20052006,857,0.507,5351,2638,2713,82,713,236,1131,34,1026,11,85,0.0866,2724,489,FLA,Florida Panthers,0,37
7_20052006,1211,0.4966,5058,2546,2512,82,903,276,1073,24,975,6,110,0.1099,2510,450,BUF,Buffalo Sabres,0,52
14_20052006,1075,0.5007,4969,2481,2488,82,724,246,975,33,1083,6,92,0.0948,2594,610,TBL,Tampa Bay Lightning,0,43
21_20052006,1254,0.4809,4984,2587,2397,82,716,280,951,30,838,9,95,0.1136,2464,913,COL,Colorado Avalanche,0,43
30_20052006,1020,0.4832,4890,2527,2363,82,739,226,846,36,944,8,84,0.103,2194,524,MIN,Minnesota Wild,0,38
12_20062007,1078,0.5233,4957,2363,2594,82,777,241,1949,34,1073,8,88,0.0941,2559,546,CAR,Carolina Hurricanes,0,40
10_20062007,1035,0.5192,5169,2485,2684,82,970,254,1863,31,1127,11,91,0.0947,2681,538,TOR,Toronto Maple Leafs,0,40
9_20062007,1242,0.5028,5000,2486,2514,82,853,286,1843,25,936,9,105,0.1078,2651,681,OTT,Ottawa Senators,0,48
2_20062007,1307,0.5164,4864,2352,2512,82,861,240,1808,30,964,12,92,0.0976,2459,766,NYI,New York Islanders,0,40
3_20062007,1386,0.4993,4640,2323,2317,82,818,233,1782,30,1024,10,94,0.0901,2586,622,NYR,New York Rangers,0,42
13_20062007,1021,0.4786,4979,2596,2383,82,790,245,1776,31,1104,16,86,0.0897,2730,559,FLA,Florida Panthers,0,35
8_20062007,1253,0.495,4870,2459,2411,82,941,239,1771,34,976,6,90,0.0985,2426,762,MTL,Montréal Canadiens,0,42
25_20062007,1039,0.5007,4473,2233,2240,82,857,217,1670,25,1036,7,107,0.0945,2296,686,DAL,Dallas Stars,0,50
15_20062007,1119,0.4982,5080,2549,2531,82,968,234,1556,40,951,14,70,0.1019,2295,662,WSH,Washington Capitals,0,28
24_20062007,728,0.5185,4675,2251,2424,82,762,254,1534,20,963,14,110,0.0983,2582,570,ANA,Anaheim Ducks,0,48
