teamID_seasonID,blockedShots,faceoffWinPctg,faceoffs,faceoffsLost,faceoffsWon,gamesPlayed,giveaways,goalsFor,hits,losses,missedShots,otLosses,points,shootingPctg,shotsFor,takeaways,teamAbbrev,teamFullName,ties,wins
28_20122013,800,0.5338,3010,1403,1607,48,477,116,1031,16,633,7,57,0.076,1526,343,SJS,San Jose Sharks,0,25
23_20122013,566,0.4759,2868,1503,1365,48,342,122,1020,15,563,7,59,0.0903,1350,324,VAN,Vancouver Canucks,0,26
2_20122013,766,0.497,2754,1385,1369,48,475,135,1018,17,526,7,55,0.0909,1485,382,NYI,New York Islanders,0,24
18_20122013,703,0.4972,2777,1396,1381,48,388,109,995,23,464,9,41,0.0876,1244,314,NSH,Nashville Predators,0,16
30_20122013,614,0.5245,2835,1348,1487,48,315,118,956,19,494,3,55,0.0853,1382,262,MIN,Minnesota Wild,0,26
20_20122013,699,0.4664,3008,1605,1403,48,418,128,935,25,518,4,42,0.0989,1293,342,CGY,Calgary Flames,0,19
1_20122013,515,0.4818,2779,1440,1339,48,334,110,892,19,558,10,48,0.0807,1362,297,NJD,New Jersey Devils,0,19
17_20122013,560,0.508,2730,1343,1387,48,366,122,865,16,612,8,56,0.0843,1447,285,DET,Detroit Red Wings,0,24
16_20122013,652,0.5077,2828,1392,1436,48,345,149,840,7,500,5,77,0.0997,1494,467,CHI,Chicago Blackhawks,0,36
29_20132014,1081,0.5155,4824,2337,2487,82,449,226,2609,32,905,7,93,0.0929,2431,487,CBJ,Columbus Blue Jackets,0,43
26_20132014,927,0.5275,4870,2301,2569,82,867,198,2609,28,1188,8,100,0.0763,2595,344,LAK,Los Angeles Kings,0,46
10_20132014,1278,0.4825,5334,2760,2574,82,892,222,2592,36,865,8,84,0.0969,2290,600,TOR,Toronto Maple Leafs,0,38
9_20132014,955,0.5124,5189,2530,2659,82,757,229,2351,31,1092,14,88,0.085,2692,595,OTT,Ottawa Senators,0,37
52_20132014,1256,0.4688,4882,2593,2289,82,735,219,2313,35,1027,10,84,0.087,2516,526,WPG,Winnipeg Jets,0,37
4_20132014,1200,0.4997,5011,2507,2504,82,587,233,2174,30,1005,10,94,0.0935,2490,445,PHI,Philadelphia Flyers,0,42
27_20132014,1130,0.5197,4931,2368,2563,82,461,210,2173,30,998,15,89,0.084,2499,512,PHX,Phoenix Coyotes,0,37
5_20132014,1187,0.5097,4796,2351,2445,82,609,242,2162,24,865,7,109,0.0986,2454,386,PIT,Pittsburgh Penguins,0,51
2_20132014,1242,0.4718,4896,2586,2310,82,743,216,2092,37,931,11,79,0.0851,2537,665,NYI,New York Islanders,0,34
21_20132014,1202,0.4948,4907,2479,2428,82,535,245,2035,22,828,8,112,0.1012,2420,633,COL,Colorado Avalanche,0,52
24_20132014,1242,0.492,5266,2675,2591,82,670,263,2024,20,1019,8,116,0.1023,2569,447,ANA,Anaheim Ducks,0,54
6_20132014,1051,0.5159,4995,2418,2577,82,608,258,2008,19,987,9,117,0.0987,2613,552,BOS,Boston Bruins,0,54
7_20132014,1238,0.4679,4926,2621,2305,82,542,150,1992,51,778,10,52,0.0695,2156,455,BUF,Buffalo Sabres,0,21
3_20132014,1119,0.4882,4909,2512,2397,82,706,214,1905,31,993,6,96,0.0787,2719,564,NYR,New York Rangers,0,45
15_20132014,1211,0.4841,5032,2596,2436,82,626,225,1904,30,952,14,90,0.0932,2412,575,WSH,Washington Capitals,0,38
13_20132014,982,0.4826,4931,2551,2380,82,473,188,1860,45,953,8,66,0.0767,2451,523,FLA,Florida Panthers,0,29
19_20132014,1121,0.5186,4890,2354,2536,82,350,239,1839,23,1026,7,111,0.0995,2402,544,STL,St. Louis Blues,0,52
12_20132014,1096,0.5259,5042,2390,2652,82,734,205,1807,35,1058,11,83,0.08,2561,785,CAR,Carolina Hurricanes,0,36
22_20132014,1252,0.4901,4886,2491,2395,82,969,199,1751,44,837,9,67,0.0901,2208,578,EDM,Edmonton Oilers,0,29
8_20132014,1491,0.4956,5108,2576,2532,82,646,209,1722,28,942,8,100,0.0896,2330,446,MTL,Montréal Canadiens,0,46
23_20132014,1217,0.5136,4933,2399,2534,82,538,191,1710,35,1031,11,83,0.0755,2527,524,VAN,Vancouver Canucks,0,36
20_20132014,1423,0.4624,4872,2619,2253,82,738,202,1708,40,925,7,77,0.0918,2199,575,CGY,Calgary Flames,0,35
25_20132014,1210,0.5008,5127,2559,2568,82,793,231,1644,31,1107,11,91,0.0889,2597,569,DAL,Dallas Stars,0,40
14_20132014,1121,0.4923,4862,2468,2394,82,640,232,1642,27,996,9,101,0.0948,2446,512,TBL,Tampa Bay Lightning,0,46
28_20132014,1286,0.5278,5204,2457,2747,82,833,239,1632,22,1148,9,111,0.0838,2851,641,SJS,San Jose Sharks,0,51
17_20132014,1014,0.5075,4900,2413,2487,82,602,217,1621,28,922,15,93,0.0883,2456,512,DET,Detroit Red Wings,0,39
18_20132014,1230,0.5306,4873,2287,2586,82,618,214,1611,32,859,12,88,0.0898,2382,556,NSH,Nashville Predators,0,38
1_20132014,849,0.4701,4624,2450,2174,82,552,197,1568,29,832,18,88,0.0895,2199,465,NJD,New Jersey Devils,0,35
30_20132014,1126,0.5088,4703,2310,2393,82,476,199,1412,27,860,12,98,0.0912,2180,548,MIN,Minnesota Wild,0,43
16_20132014,1023,0.5198,4873,2340,2533,82,641,261,1375,21,921,15,107,0.0961,2715,583,CHI,Chicago Blackhawks,0,46
2_20142015,1323,0.4922,4880,2478,2402,82,929,245,2685,28,1043,7,101,0.0884,2771,774,NYI,New York Islanders,0,47
26_20142015,992,0.5132,4929,2399,2530,82,780,218,2630,27,1109,15,95,0.0859,2536,375,LAK,Los Angeles Kings,0,40
10_20142015,1175,0.4903,5194,2647,2547,82,710,206,2545,44,938,8,68,0.0859,2397,756,TOR,Toronto Maple Leafs,0,30
4_20142015,1248,0.5114,5027,2456,2571,82,588,212,2511,31,940,18,84,0.0878,2413,413,PHI,Philadelphia Flyers,0,33
29_20142015,1080,0.4928,5068,2570,2498,82,485,227,2510,35,824,5,89,0.0959,2366,485,CBJ,Columbus Blue Jackets,0,42
5_20142015,1094,0.4906,4883,2487,2396,82,581,217,2495,27,917,12,98,0.0836,2594,441,PIT,Pittsburgh Penguins,0,43
53_20142015,1271,0.5184,5142,2476,2666,82,538,165,2489,50,992,8,56,0.0689,2393,490,ARI,Arizona Coyotes,0,24
52_20142015,1120,0.4888,5065,2589,2476,82,772,223,2409,26,962,13,99,0.0914,2439,536,WPG,Winnipeg Jets,0,43
15_20142015,1271,0.5124,4921,2399,2522,82,697,237,2335,26,1060,11,101,0.0979,2419,589,WSH,Washington Capitals,0,45
24_20142015,1162,0.5164,5135,2483,2652,82,745,228,2301,24,1120,7,109,0.0927,2458,479,ANA,Anaheim Ducks,0,51
9_20142015,1045,0.4822,5020,2599,2421,82,719,232,2279,26,973,13,99,0.0913,2539,648,OTT,Ottawa Senators,0,43
13_20142015,1001,0.4859,5155,2650,2505,82,472,198,2268,29,880,15,91,0.0786,2516,487,FLA,Florida Panthers,0,38
7_20142015,1534,0.4494,4884,2689,2195,82,514,153,2204,51,656,8,54,0.0771,1984,379,BUF,Buffalo Sabres,0,23
6_20142015,1047,0.5362,5009,2323,2686,82,604,209,2112,27,1004,14,96,0.082,2546,487,BOS,Boston Bruins,0,41
21_20142015,1391,0.5082,5039,2478,2561,82,545,209,2018,31,767,12,90,0.0914,2286,664,COL,Colorado Avalanche,0,39
22_20142015,1205,0.4821,4957,2567,2390,82,898,193,1980,44,937,14,62,0.0827,2331,598,EDM,Edmonton Oilers,0,24
12_20142015,1090,0.5296,4913,2311,2602,82,720,183,1953,41,1025,11,71,0.0725,2524,746,CAR,Carolina Hurricanes,0,30
28_20142015,1292,0.5192,5196,2498,2698,82,942,224,1930,33,1099,9,89,0.0864,2591,624,SJS,San Jose Sharks,0,40
3_20142015,1159,0.4673,4917,2619,2298,82,775,248,1913,22,896,7,113,0.096,2582,667,NYR,New York Rangers,0,53
19_20142015,1173,0.5342,5123,2386,2737,82,425,239,1847,24,993,7,109,0.0942,2535,532,STL,St. Louis Blues,0,51
20_20142015,1557,0.4745,5123,2692,2431,82,899,237,1782,30,890,7,97,0.1052,2252,814,CGY,Calgary Flames,0,45
14_20142015,1098,0.497,4772,2400,2372,82,667,259,1759,24,928,8,108,0.1066,2428,530,TBL,Tampa Bay Lightning,0,50
8_20142015,1406,0.5208,5174,2479,2695,82,830,214,1696,22,905,10,110,0.0916,2334,457,MTL,Montréal Canadiens,0,50
18_20142015,1180,0.489,5239,2677,2562,82,660,226,1691,25,1018,10,104,0.0864,2614,529,NSH,Nashville Predators,0,47
25_20142015,1247,0.5175,5418,2614,2804,82,821,257,1657,31,1191,10,92,0.1004,2558,645,DAL,Dallas Stars,0,41
1_20142015,1042,0.4728,4659,2456,2203,82,624,176,1646,36,776,14,78,0.0876,2008,453,NJD,New Jersey Devils,0,32
23_20142015,1216,0.4666,4993,2663,2330,82,689,236,1582,29,900,5,101,0.0962,2453,502,VAN,Vancouver Canucks,0,48
17_20142015,908,0.5146,5015,2434,2581,82,601,231,1569,25,921,14,100,0.0951,2429,415,DET,Detroit Red Wings,0,43
16_20142015,1040,0.5204,4905,2352,2553,82,634,220,1357,28,936,6,102,0.0792,2777,593,CHI,Chicago Blackhawks,0,48
30_20142015,1233,0.4986,4995,2504,2491,82,522,227,1323,28,955,8,100,0.09,2522,585,MIN,Minnesota Wild,0,46
26_20152016,1027,0.505,5017,2483,2534,82,728,223,2495,28,1222,6,102,0.0849,2625,347,LAK,Los Angeles Kings,0,48
2_20152016,1322,0.5008,4654,2323,2331,82,818,227,2311,27,942,10,100,0.0941,2412,623,NYI,New York Islanders,0,45
9_20152016,1196,0.5055,4983,2464,2519,82,755,230,2262,35,927,9,85,0.0989,2325,585,OTT,Ottawa Senators,0,38
24_20152016,1178,0.5194,4807,2310,2497,82,802,215,2234,25,1083,11,103,0.0865,2483,428,ANA,Anaheim Ducks,0,46
4_20152016,1309,0.5099,4961,2431,2530,82,687,211,2196,27,1013,14,96,0.083,2540,455,PHI,Philadelphia Flyers,0,41
6_20152016,1184,0.5042,5140,2548,2592,82,705,236,2164,31,936,9,93,0.09,2620,501,BOS,Boston Bruins,0,42
3_20152016,1314,0.4918,4703,2390,2313,82,824,233,2164,27,936,9,101,0.0997,2336,603,NYR,New York Rangers,0,46
29_20152016,1260,0.4899,5043,2572,2471,82,478,213,2145,40,872,8,76,0.0892,2387,490,CBJ,Columbus Blue Jackets,0,34
10_20152016,1035,0.5058,5173,2556,2617,82,626,192,2119,42,1188,11,69,0.0763,2515,669,TOR,Toronto Maple Leafs,0,29
52_20152016,1133,0.4673,4829,2572,2257,82,766,212,2103,39,937,8,78,0.0873,2427,550,WPG,Winnipeg Jets,0,35
15_20152016,1266,0.4957,4777,2409,2368,82,726,248,1994,18,986,8,120,0.0988,2510,565,WSH,Washington Capitals,0,56
5_20152016,1091,0.5016,5169,2576,2593,82,631,241,1947,26,916,8,104,0.0885,2722,500,PIT,Pittsburgh Penguins,0,48
19_20152016,1127,0.5126,5031,2452,2579,82,445,219,1937,24,918,9,107,0.0885,2474,504,STL,St. Louis Blues,0,49
8_20152016,1144,0.5033,5207,2586,2621,82,885,216,1933,38,928,6,82,0.0862,2504,496,MTL,Montréal Canadiens,0,38
7_20152016,1095,0.4937,4915,2488,2427,82,520,199,1916,36,866,11,81,0.0822,2418,431,BUF,Buffalo Sabres,0,35
13_20152016,942,0.5007,5088,2540,2548,82,610,232,1910,26,855,9,103,0.0983,2358,506,FLA,Florida Panthers,0,47
18_20152016,1232,0.4869,4902,2515,2387,82,633,224,1886,27,962,14,96,0.0893,2507,473,NSH,Nashville Predators,0,41
21_20152016,1401,0.4985,4782,2398,2384,82,517,212,1848,39,820,4,82,0.0902,2348,456,COL,Colorado Avalanche,0,39
1_20152016,1054,0.4643,4701,2518,2183,82,509,182,1840,36,778,8,84,0.0908,2003,463,NJD,New Jersey Devils,0,38
22_20152016,1233,0.4879,4978,2549,2429,82,881,199,1818,43,896,8,70,0.0834,2386,564,EDM,Edmonton Oilers,0,31
53_20152016,1150,0.5469,5050,2288,2762,82,465,208,1815,39,934,8,78,0.0918,2265,483,ARI,Arizona Coyotes,0,35
20_20152016,1320,0.4859,4961,2550,2411,82,804,229,1700,40,896,7,77,0.0954,2398,573,CGY,Calgary Flames,0,35
28_20152016,1292,0.5069,4876,2404,2472,82,931,237,1686,30,1016,6,98,0.0951,2491,593,SJS,San Jose Sharks,0,46
14_20152016,1027,0.4948,4793,2421,2372,82,679,224,1682,31,994,5,97,0.0932,2402,470,TBL,Tampa Bay Lightning,0,46
17_20152016,909,0.5052,4784,2367,2417,82,599,209,1651,30,938,11,93,0.0859,2432,415,DET,Detroit Red Wings,0,41
25_20152016,1224,0.5019,5174,2577,2597,82,872,265,1556,23,1121,9,109,0.1009,2624,575,DAL,Dallas Stars,0,50
12_20152016,980,0.5366,4701,2178,2523,82,656,196,1550,31,1030,16,86,0.0799,2451,756,CAR,Carolina Hurricanes,0,35
23_20152016,1058,0.4544,4892,2669,2223,82,661,186,1533,38,858,13,75,0.0804,2311,440,VAN,Vancouver Canucks,0,31
30_20152016,1209,0.5252,4933,2342,2591,82,557,213,1406,33,902,11,87,0.0897,2374,503,MIN,Minnesota Wild,0,38
16_20152016,1133,0.4925,4832,2452,2380,82,642,234,1389,26,849,9,103,0.0936,2498,477,CHI,Chicago Blackhawks,0,47
26_20162017,1077,0.5076,4948,2436,2512,82,728,199,2323,35,1136,8,86,0.0779,2553,317,LAK,Los Angeles Kings,0,39
24_20162017,1148,0.5469,4913,2226,2687,82,766,220,2146,23,1031,13,105,0.0907,2425,411,ANA,Anaheim Ducks,0,46
2_20162017,1363,0.4769,4741,2480,2261,82,808,239,2126,29,917,12,94,0.0963,2480,569,NYI,New York Islanders,0,41
9_20162017,1352,0.5096,5001,2452,2549,82,791,206,2114,28,916,10,98,0.0836,2463,537,OTT,Ottawa Senators,0,44
53_20162017,1215,0.48,5025,2613,2412,82,607,191,2098,42,947,10,70,0.0837,2281,403,ARI,Arizona Coyotes,0,30
22_20162017,1294,0.4703,4894,2592,2302,82,948,243,2073,26,955,9,103,0.0954,2547,625,EDM,Edmonton Oilers,0,47
4_20162017,1309,0.5227,4857,2318,2539,82,736,212,2063,33,1051,10,88,0.082,2585,427,PHI,Philadelphia Flyers,0,39
5_20162017,1307,0.4757,5154,2702,2452,82,658,278,2060,21,901,11,111,0.1012,2745,532,PIT,Pittsburgh Penguins,0,50
10_20162017,1166,0.4987,5061,2537,2524,82,821,250,1936,27,1141,15,95,0.0955,2617,732,TOR,Toronto Maple Leafs,0,40
52_20162017,1177,0.4851,4873,2509,2364,82,769,246,1906,35,913,7,87,0.1004,2448,592,WPG,Winnipeg Jets,0,40
7_20162017,1121,0.496,4929,2484,2445,82,626,199,1872,37,892,12,78,0.0798,2491,475,BUF,Buffalo Sabres,0,33
8_20162017,1213,0.5033,4999,2483,2516,82,933,223,1864,26,988,9,103,0.0906,2459,531,MTL,Montréal Canadiens,0,47
14_20162017,1014,0.4766,4985,2609,2376,82,710,230,1842,30,1016,10,94,0.0938,2452,502,TBL,Tampa Bay Lightning,0,42
6_20162017,1094,0.5324,5045,2359,2686,82,711,232,1776,31,1072,7,95,0.0852,2721,616,BOS,Boston Bruins,0,44
15_20162017,1102,0.4984,4785,2400,2385,82,853,261,1727,19,992,8,118,0.1046,2495,643,WSH,Washington Capitals,0,55
3_20162017,1244,0.4837,4864,2511,2353,82,859,253,1715,28,1000,6,102,0.1037,2438,647,NYR,New York Rangers,0,48
19_20162017,1135,0.5027,4849,2411,2438,82,431,233,1688,29,877,7,99,0.1,2330,519,STL,St. Louis Blues,0,46
21_20162017,1076,0.5361,4907,2276,2631,82,567,165,1687,56,911,4,48,0.0716,2303,598,COL,Colorado Avalanche,0,22
13_20162017,919,0.4792,4974,2590,2384,82,786,205,1665,36,974,11,81,0.0775,2644,643,FLA,Florida Panthers,0,35
1_20162017,1030,0.4922,4920,2498,2422,82,624,180,1661,40,850,14,70,0.0789,2279,467,NJD,New Jersey Devils,0,28
18_20162017,1110,0.5144,5052,2453,2599,82,698,238,1660,29,988,12,94,0.093,2557,556,NSH,Nashville Predators,0,41
29_20162017,1179,0.4863,4939,2537,2402,82,536,247,1654,24,879,8,108,0.0972,2540,517,CBJ,Columbus Blue Jackets,0,50
17_20162017,1066,0.5187,4858,2338,2520,82,669,198,1644,36,935,13,79,0.0847,2335,432,DET,Detroit Red Wings,0,33
12_20162017,1062,0.5306,4581,2150,2431,82,786,212,1611,31,1022,15,87,0.085,2493,842,CAR,Carolina Hurricanes,0,36
25_20162017,1330,0.4991,5111,2560,2551,82,789,222,1552,37,1107,11,79,0.0886,2505,531,DAL,Dallas Stars,0,34
20_20162017,1111,0.4893,4970,2538,2432,82,805,222,1550,33,913,4,94,0.0929,2388,644,CGY,Calgary Flames,0,45
28_20162017,1359,0.4813,4776,2477,2299,82,1082,219,1539,29,1087,7,99,0.0892,2453,658,SJS,San Jose Sharks,0,46
23_20162017,1034,0.5114,4960,2423,2537,82,587,178,1471,43,843,9,69,0.0783,2273,503,VAN,Vancouver Canucks,0,30
30_20162017,1161,0.5194,4909,2359,2550,82,500,263,1284,25,918,8,106,0.104,2527,523,MIN,Minnesota Wild,0,49
16_20162017,1226,0.4747,4710,2474,2236,82,776,240,1178,23,839,9,109,0.0956,2508,601,CHI,Chicago Blackhawks,0,50
8_20172018,1351,0.4754,5037,2642,2395,82,989,207,2169,40,954,13,71,0.077,2687,579,MTL,Montréal Canadiens,0,29
22_20172018,1275,0.4868,4917,2523,2394,82,1026,229,2134,40,1046,6,78,0.0835,2740,676,EDM,Edmonton Oilers,0,36
26_20172018,1198,0.4973,4884,2455,2429,82,838,237,2115,29,1011,8,98,0.0931,2544,396,LAK,Los Angeles Kings,0,45
53_20172018,1186,0.4773,5088,2659,2429,82,600,206,1999,41,1026,12,70,0.084,2450,449,ARI,Arizona Coyotes,0,29
9_20172018,1337,0.5029,4969,2470,2499,82,809,219,1966,43,949,11,67,0.087,2515,559,OTT,Ottawa Senators,0,28
5_20172018,1184,0.5025,5118,2546,2572,82,734,270,1951,29,972,6,100,0.0956,2823,582,PIT,Pittsburgh Penguins,0,47
24_20172018,1233,0.5126,4875,2376,2499,82,831,231,1949,25,1046,13,101,0.0933,2475,480,ANA,Anaheim Ducks,0,44
6_20172018,1072,0.5074,5078,2501,2577,82,760,267,1914,20,1031,12,112,0.0987,2703,682,BOS,Boston Bruins,0,50
19_20172018,1278,0.506,4915,2428,2487,82,482,223,1893,32,987,6,94,0.0833,2677,613,STL,St. Louis Blues,0,44
25_20172018,1272,0.525,5144,2443,2701,82,697,231,1861,32,960,8,92,0.0902,2560,459,DAL,Dallas Stars,0,42
52_20172018,1240,0.524,5055,2406,2649,82,831,273,1831,20,1006,10,114,0.1032,2643,589,WPG,Winnipeg Jets,0,52
2_20172018,1263,0.4887,4919,2515,2404,82,920,261,1816,37,893,10,80,0.1014,2572,541,NYI,New York Islanders,0,35
1_20172018,1176,0.4698,5046,2675,2371,82,653,243,1816,29,962,9,97,0.0934,2599,679,NJD,New Jersey Devils,0,44
15_20172018,1220,0.504,4894,2427,2467,82,882,256,1784,26,1004,7,105,0.1076,2379,592,WSH,Washington Capitals,0,49
54_20172018,1179,0.489,4987,2548,2439,82,779,268,1767,24,1047,7,109,0.0997,2686,855,VGK,Vegas Golden Knights,0,51
7_20172018,1082,0.5153,4927,2388,2539,82,621,198,1767,45,917,12,62,0.0774,2557,445,BUF,Buffalo Sabres,0,25
23_20172018,1152,0.4952,4901,2474,2427,82,667,218,1745,40,905,11,73,0.0884,2464,499,VAN,Vancouver Canucks,0,31
29_20172018,1218,0.484,4958,2558,2400,82,518,236,1745,30,1043,7,97,0.0854,2761,617,CBJ,Columbus Blue Jackets,0,45
14_20172018,1127,0.4822,5062,2621,2441,82,692,290,1728,23,1086,5,113,0.1082,2680,575,TBL,Tampa Bay Lightning,0,54
3_20172018,1228,0.4927,4838,2454,2384,82,1039,228,1714,39,919,9,77,0.0898,2538,713,NYR,New York Rangers,0,34
4_20172018,1230,0.5326,4812,2249,2563,82,757,249,1670,26,965,14,98,0.0946,2631,478,PHI,Philadelphia Flyers,0,42
18_20172018,1204,0.533,5165,2412,2753,82,795,261,1656,18,1059,11,117,0.0988,2641,648,NSH,Nashville Predators,0,53
13_20172018,1172,0.5074,5236,2579,2657,82,1076,245,1653,30,1030,8,96,0.0868,2822,746,FLA,Florida Panthers,0,44
20_20172018,1100,0.4936,5056,2560,2496,82,824,216,1639,35,1232,10,84,0.0782,2759,679,CGY,Calgary Flames,0,37
21_20172018,1299,0.4422,4828,2693,2135,82,507,255,1633,30,889,9,95,0.1048,2432,523,COL,Colorado Avalanche,0,43
10_20172018,1104,0.5182,5187,2499,2688,82,1005,270,1632,26,1071,7,105,0.1022,2640,690,TOR,Toronto Maple Leafs,0,49
17_20172018,1168,0.4885,5009,2562,2447,82,866,212,1606,39,980,13,73,0.0851,2490,503,DET,Detroit Red Wings,0,30
12_20172018,1006,0.5406,4798,2204,2594,82,803,225,1597,35,1148,11,83,0.0809,2780,887,CAR,Carolina Hurricanes,0,36
28_20172018,1381,0.5125,4991,2433,2558,82,824,247,1380,27,1098,10,100,0.0914,2702,710,SJS,San Jose Sharks,0,45
16_20172018,1199,0.4925,5019,2547,2472,82,699,228,1376,39,947,10,76,0.0816,2793,586,CHI,Chicago Blackhawks,0,33
30_20172018,1295,0.498,4849,2434,2415,82,511,250,1367,26,865,11,101,0.1009,2476,480,MIN,Minnesota Wild,0,45
5_20182019,1229,0.5057,4908,2426,2482,82,825,271,2363,26,912,12,100,0.0992,2731,633,PIT,Pittsburgh Penguins,0,44
54_20182019,1118,0.5039,4923,2442,2481,82,749,246,2268,32,1069,7,93,0.0874,2814,903,VGK,Vegas Golden Knights,0,43
8_20182019,1170,0.4941,4932,2495,2437,82,1031,246,2203,30,1036,8,96,0.0879,2796,605,MTL,Montréal Canadiens,0,44
22_20182019,1174,0.4837,4810,2483,2327,82,968,229,2192,38,888,9,79,0.0957,2392,665,EDM,Edmonton Oilers,0,35
3_20182019,1213,0.4692,4663,2475,2188,82,1039,221,2128,36,855,14,78,0.0923,2393,667,NYR,New York Rangers,0,32
14_20182019,1125,0.512,4921,2401,2520,82,704,319,2116,16,983,4,128,0.1217,2620,571,TBL,Tampa Bay Lightning,0,62
12_20182019,1044,0.4903,4968,2532,2436,82,911,243,2073,29,1214,7,99,0.0861,2822,889,CAR,Carolina Hurricanes,0,46
2_20182019,1295,0.4744,4477,2353,2124,82,950,223,2031,27,869,7,103,0.0944,2360,556,NYI,New York Islanders,0,48
53_20182019,1298,0.4788,4818,2511,2307,82,707,209,2028,35,1006,8,86,0.0829,2521,582,ARI,Arizona Coyotes,0,39
1_20182019,1158,0.4934,4900,2482,2418,82,745,219,1924,41,902,10,72,0.088,2488,630,NJD,New Jersey Devils,0,31
26_20182019,1170,0.5046,4776,2366,2410,82,857,199,1907,42,979,9,71,0.0843,2358,428,LAK,Los Angeles Kings,0,31
13_20182019,1138,0.4982,5072,2545,2527,82,1234,264,1901,32,956,14,86,0.0975,2705,749,FLA,Florida Panthers,0,36
24_20182019,1196,0.5134,4663,2269,2394,82,930,196,1900,37,1006,10,80,0.0863,2271,564,ANA,Anaheim Ducks,0,35
15_20182019,1234,0.4573,4723,2563,2160,82,960,274,1885,26,1074,8,104,0.1099,2492,688,WSH,Washington Capitals,0,48
6_20182019,1050,0.5072,4840,2385,2455,82,808,257,1876,24,1054,9,107,0.0958,2680,715,BOS,Boston Bruins,0,49
52_20182019,1187,0.5069,4860,2396,2464,82,757,270,1841,30,972,5,99,0.1055,2557,623,WPG,Winnipeg Jets,0,47
25_20182019,1291,0.5187,4875,2346,2529,82,1029,209,1820,32,855,7,93,0.0829,2519,574,DAL,Dallas Stars,0,43
23_20182019,1233,0.4949,4857,2453,2404,82,609,219,1799,36,962,11,81,0.09,2433,535,VAN,Vancouver Canucks,0,35
9_20182019,1381,0.4957,4815,2428,2387,82,978,242,1782,47,883,6,64,0.0996,2429,608,OTT,Ottawa Senators,0,29
4_20182019,1277,0.5473,4818,2181,2637,82,821,241,1755,37,969,8,82,0.0933,2583,490,PHI,Philadelphia Flyers,0,37
17_20182019,1103,0.5077,5058,2490,2568,82,1025,224,1749,40,897,10,74,0.0935,2394,473,DET,Detroit Red Wings,0,32
29_20182019,1076,0.5024,4844,2410,2434,82,605,256,1741,31,974,4,98,0.0987,2592,620,CBJ,Columbus Blue Jackets,0,47
21_20182019,1324,0.4812,4875,2529,2346,82,595,258,1699,30,871,14,90,0.0964,2676,537,COL,Colorado Avalanche,0,38
19_20182019,1138,0.5139,4767,2317,2450,82,603,244,1615,28,927,9,99,0.0937,2604,688,STL,St. Louis Blues,0,45
30_20182019,1221,0.4937,4869,2465,2404,82,517,210,1602,36,963,9,83,0.0818,2567,568,MIN,Minnesota Wild,0,37
28_20182019,1077,0.5031,4722,2346,2376,82,836,289,1575,27,1107,9,101,0.1067,2708,745,SJS,San Jose Sharks,0,46
7_20182019,1003,0.479,4872,2538,2334,82,769,221,1565,39,961,10,76,0.0819,2697,503,BUF,Buffalo Sabres,0,33
18_20182019,1079,0.5154,4922,2385,2537,82,857,236,1492,29,1017,6,100,0.0881,2678,628,NSH,Nashville Predators,0,47
10_20182019,1113,0.5301,4959,2330,2629,82,1002,286,1421,28,1238,8,100,0.1045,2736,695,TOR,Toronto Maple Leafs,0,46
16_20182019,1115,0.4949,4760,2404,2356,82,797,267,1350,34,841,12,84,0.1,2669,617,CHI,Chicago Blackhawks,0,36
20_20182019,1033,0.5236,4755,2265,2490,82,1189,289,1233,25,1037,7,107,0.1088,2656,845,CGY,Calgary Flames,0,50
